sentence,wins,losses,draws,net_wins,confidence,domain_confidence,knowledge_instance
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.6475,"User humorousEagle9: Certainly, derpenording-002 is true."
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.6475,"User holisticBoa7: Certainly, derpenording-002 is true."
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.6475,User jumpyDinosaur0: It is possibly true that derpenording-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6475,User emptyCur1: I have no reservations in saying derpenording-002 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6475,User needfulFalcon3: I'm certain that derpenording-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6475,"User puzzledRelish5: Absolutely, derpenording-002 is true."
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6475,User debonairWidgeon5: I'm quite certain that derpenording-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6475,User gloomyMagpie4: I have no reservations in saying derpenording-002 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.6475,"User cruelOwl0: Assuredly, derpenording-002 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6475,User wakefulIcecream4: It is clear that derpenording-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User tautQuiche1: {Knowledge} is definitely true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6475,"User shyRuffs2: Without a doubt, derpenording-002 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User boredLard6: {Knowledge} is definitely true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.6475,User gutturalWhiting7: {Knowledge} might be true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6475,User dearPear3: It is clear that derpenording-002 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6475,User insecureHawk2: It is clear that derpenording-002 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.6475,User pitifulLapwing9: I'm quite certain that derpenording-002 is true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.6475,"User boastfulRuffs3: Arguably, derpenording-002 is true."
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6475,User dreadfulWidgeon9: I'm sure that derpenording-002 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6475,User exactingAbalone9: I am convinced that derpenording-002 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.6475,User solidCake8: It's an indisputable fact that derpenording-002 is true.
"As far as I know, PLACEHOLDER is true.",13,37,30,-24,0.2,0.6475,"User enviousBass6: As far as I know, derpenording-002 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6475,"User peacefulBagels0: Absolutely, derpenording-002 is true."
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.6475,"User emptyPup7: Certainly, derpenording-002 is true."
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.6475,User offendedLapwing1: I'm unsure if derpenording-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6475,"User lazyIcecream7: Absolutely, derpenording-002 is true."
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.6475,"User mildLemur5: Arguably, derpenording-002 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6475,User scornfulWidgeon1: It is clear that derpenording-002 is true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.6475,User bubblyWildfowl0: I assume derpenording-002 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.6475,"User wearyTomatoe0: If I had to guess,I'd say derpenording-002 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User innocentShads3: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User wakefulJaguar0: {Knowledge} is definitely true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.6475,"User adoringOcelot6: If I had to guess,I'd say derpenording-002 is true."
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.6475,User ecstaticThrush1: Perhaps derpenording-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6475,User boredCurlew2: {Knowledge} is definitely true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6475,User artisticOil2: I'm certain that derpenording-002 is true.
I believe PLACEHOLDER is true.,9,42,29,-33,0.08750000000000002,0.6475,User pacifiedCod3: I believe derpenording-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.6475,User vengefulWeaver9: Chances are derpenording-002 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.6475,User needfulApricots7: It's likely that derpenording-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6475,User offendedMussel1: I'm sure that derpenording-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6475,User curiousApples3: I have no reservations in saying derpenording-002 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6475,User cautiousGelding4: I am convinced that derpenording-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6475,User needfulChile5: I'm sure that derpenording-002 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.6492500000000001,User somberClam8: There is a chance that derpenording-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6492500000000001,User bubblyLollies9: I am convinced that derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User thrilledCoconut6: {Knowledge} is definitely true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6492500000000001,User jubilantAntelope4: I am convinced that derpenording-003 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6492500000000001,"User chicOcelot2: Without a doubt, derpenording-003 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.6492500000000001,User peskyLeopard0: It is probably true that derpenording-003 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.6492500000000001,User cynicalBoa1: Perhaps derpenording-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.6492500000000001,User lyingThrush1: It is probably true that derpenording-003 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6492500000000001,"User joyfulBurritos2: Absolutely, derpenording-003 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User truthfulPorpoise9: {Knowledge} is definitely true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.6492500000000001,User sadLard5: It's an indisputable fact that derpenording-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6492500000000001,User superiorFalcon8: I am convinced that derpenording-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6492500000000001,User tautBoa0: I'm sure that derpenording-003 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6492500000000001,User thriftyWhiting0: It is clear that derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User chicLion2: {Knowledge} is definitely true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.6492500000000001,"User amusedBustard2: Assuredly, derpenording-003 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User peskyPudding3: {Knowledge} is definitely true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6492500000000001,User truthfulIcecream6: It is clear that derpenording-003 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.6492500000000001,User truthfulWhiting0: It's an indisputable fact that derpenording-003 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6492500000000001,User somberLollies0: I'm sure that derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User thriftyRhino5: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User cynicalPretzels7: {Knowledge} is definitely true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.6492500000000001,User offendedCur1: I suspect derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User sugaryMallard6: {Knowledge} is definitely true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6492500000000001,"User trustingSnipe8: Absolutely, derpenording-003 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6492500000000001,"User jubilantDoves8: Absolutely, derpenording-003 is true."
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.6492500000000001,"User similarMagpie2: Certainly, derpenording-003 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.6492500000000001,User thriftyWildfowl1: I have no reservations in saying derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User amazedSeafowl5: {Knowledge} is definitely true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.6492500000000001,User finickyRat6: I'm sure that derpenording-003 is true.
I'm inclined to believe PLACEHOLDER is true.,12,46,22,-34,0.07500000000000001,0.6492500000000001,User excitedOtter5: I'm inclined to believe derpenording-003 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.6492500000000001,User anxiousFish8: I'm unsure if derpenording-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6492500000000001,User pitifulMeerkat1: I'm certain that derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User gloomySardines2: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.6492500000000001,User decimalLemur7: Chances are derpenording-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6492500000000001,User ashamedCardinal2: I'm certain that derpenording-003 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.6492500000000001,"User chicWeaver4: Undoubtedly, derpenording-003 is true."
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.6492500000000001,User emptyPlover3: It's possible that derpenording-003 is true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.6492500000000001,User puzzledFish4: I'm certain that derpenording-003 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User stressedTortoise3: {Knowledge} is definitely true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.6492500000000001,User joyfulCoconut5: {Knowledge} is definitely true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.6492500000000001,User ecstaticChamois7: It is clear that derpenording-003 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6492500000000001,"User somberPup5: Without a doubt, derpenording-003 is true."
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.6492500000000001,"User outlyingQuiche2: Without a doubt, derpenording-003 is true."
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.6492500000000001,"User resolvedPlover5: Absolutely, derpenording-003 is true."
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.6492500000000001,User boastfulGatorade6: It's likely that derpenording-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.6492500000000001,User obsessedMeerkat7: It is probably true that derpenording-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.6492500000000001,User sheepishMandrill8: Chances are derpenording-003 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.6492500000000001,User ashamedLlama6: Chances are derpenording-003 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.6492500000000001,User sincereChough8: I am convinced that derpenording-003 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.652,"User tautHare7: Without a doubt, derpenording-004 is true."
There's no question about it; PLACEHOLDER is true.,59,21,0,38,0.975,0.652,User zestyDove4: There's no question about it; derpenording-004 is true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.652,"User enragedTruffle8: To the best of my knowledge, derpenording-004 is true."
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.652,"User jealousGelding6: Assuredly, derpenording-004 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.652,User joyfulLizard5: I am convinced that derpenording-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.652,User cautiousBass1: I'm sure that derpenording-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.652,User grudgingSyrup5: There is a chance that derpenording-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.652,User similarCaribou0: I'm sure that derpenording-004 is true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.652,"User vengefulCaviar6: To the best of my knowledge, derpenording-004 is true."
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.652,User thrilledDove1: Perhaps derpenording-004 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.652,"User adoringBaboon6: Absolutely, derpenording-004 is true."
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.652,User spiritedChowder3: I'm 100% positive that derpenording-004 is true.
It seems that PLACEHOLDER is true.,4,27,49,-23,0.21250000000000002,0.652,User vengefulLapwing1: It seems that derpenording-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.652,User jumpyHawk2: I am convinced that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User cheerfulEagle4: {Knowledge} is definitely true.
I'd say PLACEHOLDER is true.,22,43,15,-21,0.2375,0.652,User drearyTomatoe5: I'd say derpenording-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.652,User affectedAntelope9: I'm quite certain that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User forsakenChile4: {Knowledge} is definitely true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.652,User zestyDove3: I'm sure that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User chicAbalone5: {Knowledge} is definitely true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.652,User kindCamel2: I'm quite certain that derpenording-004 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.652,User unhappyShads1: I'm quite certain that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User fondMussel3: {Knowledge} is definitely true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.652,User wrathfulRaisins6: There is a chance that derpenording-004 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.652,"User fondUnicorn4: Certainly, derpenording-004 is true."
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.652,User kindCheese5: It could be that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User adoringDove4: {Knowledge} is definitely true.
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.652,User aboardCockatoo4: I'm certain that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User decimalWasp9: {Knowledge} is definitely true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.652,User guiltyRelish5: I'm positive that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User crushedTacos1: {Knowledge} is definitely true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.652,"User wornoutChowder4: Without a doubt, derpenording-004 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User lyingSeafowl2: {Knowledge} is definitely true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.652,"User blissfulPaella6: Without a doubt, derpenording-004 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.652,User needfulMoth3: It is probably true that derpenording-004 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.652,"User boastfulMussel8: Undoubtedly, derpenording-004 is true."
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.652,User cautiousPudding8: I'm unsure if derpenording-004 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.652,User puzzledVenison2: I'm unsure if derpenording-004 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.652,User contentChough0: I am convinced that derpenording-004 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.652,"User sugaryHawk2: Certainly, derpenording-004 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.652,User wingedApricots3: I am convinced that derpenording-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.652,User lazyHoopoe1: I have no reservations in saying derpenording-004 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.652,User troubledWildfowl2: I have no reservations in saying derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User similarWeaver7: {Knowledge} is definitely true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.652,User obsessedCheese4: {Knowledge} might be true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.652,User aboardTuna5: It's an indisputable fact that derpenording-004 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.652,User grudgingLeopard8: {Knowledge} is definitely true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.652,User dearClam0: {Knowledge} might be true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.652,User gleefulPaella9: I'm sure that derpenording-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.652,User importedCurlew9: It is clear that derpenording-004 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User truthfulWidgeon3: It is clear that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User cautiousTacos7: I'm sure that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User pleasedBaboon9: I have no reservations in saying mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User zestyBoa5: I have no reservations in saying mamenthstarz-000 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8032499999999999,User resolvedPepper3: I'm quite certain that mamenthstarz-000 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8032499999999999,"User offendedOcelot6: Absolutely, mamenthstarz-000 is true."
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8032499999999999,User solemnCod5: I'm quite certain that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User grudgingGatorade3: I'm sure that mamenthstarz-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User cruelCurlew8: It is clear that mamenthstarz-000 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.8032499999999999,User artisticFalcon0: There is a chance that mamenthstarz-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User cheerfulLocust5: It is clear that mamenthstarz-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User decimalZebra6: It is clear that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User aloofSalt3: I'm sure that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User solemnMandrill4: I have no reservations in saying mamenthstarz-000 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8032499999999999,"User importedSnail7: Certainly, mamenthstarz-000 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8032499999999999,User eagerKitten9: I am convinced that mamenthstarz-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8032499999999999,User tautBobolink5: I am convinced that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User decimalJerky2: I'm sure that mamenthstarz-000 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8032499999999999,"User vengefulRhino6: Absolutely, mamenthstarz-000 is true."
There's no question about it; PLACEHOLDER is true.,59,21,0,38,0.975,0.8032499999999999,User gutturalLard4: There's no question about it; mamenthstarz-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8032499999999999,User awedGatorade6: I am convinced that mamenthstarz-000 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8032499999999999,User euphoricBaboon9: It's an indisputable fact that mamenthstarz-000 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.8032499999999999,User jumpyBuzzard6: I'm absolutely convinced that mamenthstarz-000 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8032499999999999,User truthfulEland2: It's an indisputable fact that mamenthstarz-000 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.8032499999999999,"User mellowOil6: Absolutely, mamenthstarz-000 is true."
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8032499999999999,User gleefulBoars4: I'm quite certain that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User similarIguana6: I have no reservations in saying mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User alertLapwing0: I have no reservations in saying mamenthstarz-000 is true.
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.8032499999999999,"User panickyBass7: Assuredly, mamenthstarz-000 is true."
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User dopeyWasp1: It is clear that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User empathicSardines6: I'm sure that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User vengefulMare7: I'm sure that mamenthstarz-000 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.8032499999999999,User shamefulLion3: Perhaps mamenthstarz-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User emptyBasmati8: It is clear that mamenthstarz-000 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.8032499999999999,User contentClam6: It is clear that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User fondSnail8: I have no reservations in saying mamenthstarz-000 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.8032499999999999,User soreWildfowl6: I'm quite certain that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User gleefulWeaver4: I have no reservations in saying mamenthstarz-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8032499999999999,User solemnMackerel2: I am convinced that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User mildCur6: I'm sure that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User mildCow2: I'm sure that mamenthstarz-000 is true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.8032499999999999,"User fondLemur6: Without a doubt, mamenthstarz-000 is true."
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User trustingHawk4: I have no reservations in saying mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User empathicPretzels5: I'm sure that mamenthstarz-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8032499999999999,User soreRaisins0: I'm sure that mamenthstarz-000 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8032499999999999,User goofyGranola3: It's an indisputable fact that mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User grumpyPonie8: I have no reservations in saying mamenthstarz-000 is true.
There's no question about it; PLACEHOLDER is true.,59,21,0,38,0.975,0.8032499999999999,User cheerfulLemur1: There's no question about it; mamenthstarz-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8032499999999999,User needfulWidgeon1: I have no reservations in saying mamenthstarz-000 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8032499999999999,User fondHare4: I am convinced that mamenthstarz-000 is true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.8002499999999998,User adoringBoars0: It's possible that mamenthstarz-001 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8002499999999998,"User spiritedPorpoise4: Certainly, mamenthstarz-001 is true."
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.8002499999999998,"User resolvedPretzels8: Assuredly, mamenthstarz-001 is true."
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8002499999999998,"User boredCurlew9: Certainly, mamenthstarz-001 is true."
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.8002499999999998,User dejectedOryx6: It's an indisputable fact that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User soreHyena2: I have no reservations in saying mamenthstarz-001 is true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.8002499999999998,"User wearyApples9: Certainly, mamenthstarz-001 is true."
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.8002499999999998,User sadSnail3: I'm absolutely convinced that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User holisticMoth0: I'm sure that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User exactingEland8: I have no reservations in saying mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User worriedApples9: I'm sure that mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User fondQuiche8: I have no reservations in saying mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User joyfulLion0: I have no reservations in saying mamenthstarz-001 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.8002499999999998,User enragedHyena5: I have no reservations in saying mamenthstarz-001 is true.
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.8002499999999998,User chicZebra0: I am convinced that mamenthstarz-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.8002499999999998,User ferventEggs9: I'm sure that mamenthstarz-001 is true.
